title,sentence,date
"Japan: Crypto Thefts Have Tripled This Year, Totalling $540 Million So Far",Japan’s National Police Agency has revealed that a staggering 60.503 billion yen ($540 million) worth of crypto was stolen in the first six months of 2018.,2018-09-20
Ripple Soars as Wider Crypto Markets See Flush of Green,"Ripple has soared over 15 percent, with virtually all of the large-market-cap cryptocurrencies posting solid gains across the board.",2018-09-20
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 19",The crypto markets keep struggling amidst a similarly mixed outlook from the regulators – the industry still has a long way to go.,2018-09-20
US Financial Giant PNC to Use Ripple Technology for International Payments,"Top ten bank PNC announced it will use Ripple’s blockchain solution, xCurrent, for international commercial payments.",2018-09-20
"Crypto Markets Hold Supporting Levels With Small Fluctuations, BTC Trades Around $6,300","Crypto markets hold supporting levels with some small fluctuations, and Bitcoin is trading around $6,300.",2018-09-20
"US Regulator Acts Against Crypto Firm Falsely Claiming to Represent Coinbase, Cointelegraph",The Texas Securities Commission has issued an emergency cease and desist order against a Russian crypto firm for misleading representation.,2018-09-19
ETH and XRP See Major Boost Amid Checkered Market Outlook,"While the wider crypto markets remain shaky, Ripple and Ethereum have seen a major boost and recovery, respectively.",2018-09-18
"Ripple Could Launch xRapid Solution ‘In the Next Month or So,’ Says Exec",A Ripple exec told CNBC that the company could launch a commercial version of its payment platform xRapid “in the next month of so.”,2018-09-18
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 17","With about $1 billion in cryptocurrencies expected to be dumped by Mt. Gox’s creditors soon, what should we expect from the prices?",2018-09-18
"Ripple's Sarbhai: Regulators No Longer Take the 'Blockchain Good, Crypto Bad' Approach",Ripple’s Sagar Sarbhai has said he believes that blockchain technology and crypto assets are now being tackled more holistically by policymakers.,2018-09-17
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 14","As crypto market fundamentals show signs of improvement, will prices follow? Let’s find out.",2018-09-15
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 12","U.S. financial regulators are watching crypto companies with increased scrutiny, helping rebuild investor confidence in the industry.",2018-09-13
Altcoins Keep Dropping While Bitcoin Breaks Another Record of Market Dominance in 2018,"Most altcoins see red, while Bitcoin holds $6,200 support and breaks a record of market dominance in 2018.",2018-09-12
Ripple Labs and R3 Consortium Reach Settlement in XRP Token Litigation,Ripple and R3 have achieved a settlement in the case of an alleged violation of a purchase agreement for XRP tokens.,2018-09-11
"Crypto Markets See Another Wave of Red, Despite Bullish News From Major Industry Players","Crypto markets are mostly in red, Bitcoin and Ethereum trade below $6,300 and $200, respectively, Dogecoin’s price surges almost 12%.",2018-09-11
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 10","More negative news from the U.S. SEC have not been good for the crypto markets, but we’re still bullish long-term.",2018-09-11
Fast & Seamless: The Race for the Cross-Border Payments Market,IBM and Stellar are rolling out an alternative to Ripple’s transaction solution.,2018-09-09
Ripple’s General Counsel Steps Down After Two Years,Ripple’s general counsel Brynly Llyr has departed her post after almost two years of serving at the firm.,2018-09-08
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 7","Reports that Goldman Sachs had scrapped plans for a crypto trading desk sent markets tumbling earlier this week, but is there a trend change in sight?",2018-09-08
Winklevoss Twins’ Company Files New Patent for Securely Storing Digital Assets,"Winklevoss IP, a company owned by twins Cameron and Tyler Winklevoss, has filed a new patent for digital assets security transactions.",2018-09-06
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 5","The market has lost $12 billion in mere hours, following news of Goldman Sachs halting its plans for a crypto trading desk.",2018-09-06
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 4","With most governments and regulators keeping an eye on cryptocurrency markets, we do not expect a vertical rally.",2018-09-05
IBM Reveals Stellar-Based ‘Near Real-Time’ Blockchain Payment Network,IBM’s Stellar-based blockchain platform has been brought out of beta this week.,2018-09-04
Crypto Wallet Abra Announces Direct Transactions From EU Banks in SEPA,"Abra now offers 28 digital currencies to all SEPA countries, allowing residents to transfer euros or other national currencies directly to the wallet.",2018-09-04
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 31",There has been a lot of positive news in the crypto industry recently. Do the charts support a bullish outlook?,2018-09-01
"Bitcoin Hovers Near $7K, as Wider Market Tips Back Into the Green","Following the mid-week’s upswing, the crypto markets saw widespread corrections, but most cryptocurrencies are today consolidating these higher lows.",2018-08-31
Bitcoin Loses $7K Footing Amid Market-Wide Price Correction,"Following the week’s brief uptick, crypto markets are seeing corrections today, with the top ten coins by market cap losing between 1.5 and 5 percent on the day.",2018-08-31
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 29","Cryptocurrencies are rebounding across the board with the total market cap growth of $30 billion, but this might actually be a time for caution.",2018-08-30
"Bitcoin Continues to Hover Near $7K, Wider Crypto Market Sees Some Mild Corrections","Crypto markets are largely holding fort after yesterday’s strong upswing, as Bitcoin continues to trade just above $7,000.",2018-08-30
Investment Firm Morgan Creek Launches Digital Asset Index Fund Excluding Pre-Mined Cryptos,"Morgan Creek Digital, backed by the $1.5 billion investment house Morgan Creek Capital, has launched a new Digital Asset Index Fund in partnership with Bitwise.",2018-08-29
"Bitcoin Breaks Above $7,000 as Crypto Market Rallies Into Green","Crypto markets are seeing strong positive momentum, as Bitcoin breaks above the $7,000 price point and the top 10 coins see significant growth.",2018-08-28
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 27",Bitcoin is the only virtual currency among the top 10 that has been trading above the 20-day EMA for the past three days.,2018-08-28
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 24","Amid a wave of negative news, the crypto markets remain relatively stable, indicating that the bears are losing their grip.",2018-08-25
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 22",Bitcoin left behind major altcoins to see a brief uptick Wednesday after scheduled maintenance at BitMEX caused a short squeeze.,2018-08-23
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 20","In a stark contrast to previous year, every fall of the crypto markets in 2018 is followed by a very weak recovery.",2018-08-21
"Crypto Markets See Slight Slump, Ethereum Fails to Hold $300 Support","Crypto markets suffer a slight slump, Bitcoin, Ripple, Stellar and Monero struggle to hold weekly gains.",2018-08-19
"All Top 10 Cryptocurrencies in Green, Bitcoin Breaks $6,500","All top 10 coins by market cap are in the green today, XRP is up almost 18% after the announcement of a partnership with 3 exchanges.",2018-08-18
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, ETC: Price Analysis, August 17","Cryptocurrencies are pulling back, but is this really a cue to start buying? Let’s check the charts.",2018-08-18
Ripple Partners With Three Crypto Exchanges as Part of XRapid Solution,Ripple has announced a partnership with three crypto exchanges as part of its payments settlement solution XRapid.,2018-08-17
Ripple Exec: Ripple Considering Chinese Market to Speed Up Payment Solutions,A Ripple executive said that the company is looking to break into the Chinese market to speed up international payments with its distributed ledger system.,2018-08-16
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 15","With the panic set in the cryptocurrency markets, the best move right now may actually be to buy - what do the charts say?",2018-08-16
US Federal Court Denies Motion to Remand Against Ripple,A U.S. federal District Court has dismissed a motion to remand filed against Ripple in May.,2018-08-14
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 13","Amidst a massive plunge of the Turkish lira, cryptocurrencies are increasing in popularity among the country’s citizens - will it impact the prices?",2018-08-14
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, August 10",The continued decline of most cryptocurrencies has led some analysts to predict even larger losses in the near future.,2018-08-11
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, August 08","Crypto markets are firmly in the red after SEC postponed its decision on VanEck Bitcoin ETF. Are we in for a continued decline, or is this just a pullback?",2018-08-09
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, August 06",The announcement of Bitcoin futures trading by NYSE’s operator ICE has failed to significantly impact the markets. What will happen next?,2018-08-07
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, August 03",Total crypto market cap has lost almost $40 billion over the past week - what should we expect next?,2018-08-04
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, August 01","With the views on cryptocurrencies’ prospects wildly ranging among experts, we believe in studying the charts and forming our own opinions.",2018-08-02
Former US President Bill Clinton to Give Keynote Speech at Ripple’s Fall Tech Conference,Former US President Bill Clinton will give a keynote and Q&A at Ripple’s fall Swell conference.,2018-08-01
New Ripple-Based Decentralized Exchange Launches in San Francisco,A new U.S. Ripple-based decentralized crypto marketplace dubbed DCEX has now opened registration for retail and institutional accounts.,2018-07-31
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 30","With the debate over the importance of a Bitcoin ETF approval still raging on, how are the markets reacting?",2018-07-31
UK Remittance Service TransferGo Adds Crypto Trading,TransferGo claims to be first remittance service to launch cryptocurrency trading.,2018-07-28
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 27","With the SEC rejecting one Bitcoin ETF application and postponing decision on another, we should closely monitor the markets’ reaction.",2018-07-28
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 25","The potential approval of a Bitcoin ETF by the SEC would be a boost to the crypto markets, but not to the extent of last year’s rally.",2018-07-26
Report: XRP’s Drop in Line with Other Crypto ‘Underscores XRP’s Independence from Ripple’,"In a recent report, Ripple points out that XRP’s decline is in line with the general trend in crypto markets in Q2, which purportedly highlights its independence from Ripple.",2018-07-25
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 23",Some altcoins are falling even as Bitcoin is experiencing a rally - what is the reason for the increasing BTC dominance?,2018-07-24
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 20","With most major coins having risen significantly over the past days, we might not be out of the woods yet.",2018-07-21
Bitcoin Holds the Week’s Major Gains as Other Altcoins Struggle,Bitcoin (BTC) has split off from other top cryptocurrencies and shows more resilience in holding on to gains secured in this week’s major upswing.,2018-07-21
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 16",Latest technical analysis of top 9 cryptocurrencies from an expert trader.,2018-07-17
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 13","As some investors are leaving crypto, large institutional players are moving in, as they see value around the current price levels.",2018-07-14
"Bloomberg: Billionaire Steven Cohen Backs Crypto, Blockchain Hedge Fund","Billionaire Steven Cohen has invested in Arianna Simpson’s crypto and blockchain hedge fund, Bloomberg reports.",2018-07-13
Ripple Adds Former Facebook Exec as New Senior VP of Business and Corporate Development,Ripple has hired former Facebook Global Director of Financial Services Payment Partnerships to develop global payment infrastructure.,2018-07-12
Banco Santander Plans to Explore Blockchain’s Potential in Securities Trade,Santander is eyeing blockchain for updating securities handling with the creation of a dedicated research team.,2018-07-12
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 11","With predictions for Bitcoin for this year ranging from $5,000 to $60,000, what do the charts actually say?",2018-07-12
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, NEO: Price Analysis, July 09",Cryptocurrencies are bouncing off their lows even despite immense pressure from China and India. Which coins are confirming a bottom?,2018-07-10
Bitcoin vs Altcoins: Which Cryptocurrency Is the Most Usable as Money?,"Bitcoin is the most used cryptocurrency as money, but its rivals are more usable.",2018-07-09
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, NEO: Price Analysis, July 06","Fundstrat’s Tom Lee has doubled down on his $25,000 target for Bitcoin by end of 2018. Is that really possible from the technical analysis point of view?",2018-07-07
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, Tron: Price Analysis, July 04","The crypto markets have rebounded somewhat, with a long-term summer rally is still not very likely. But what to expect in the short term?",2018-07-05
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, Tron: Price Analysis, July 2",Latest technical analysis of top 10 cryptocurrencies from an expert trader.,2018-07-03
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, Tron: Price Analysis, June 29",The total market cap of all cryptocurrencies has lost almost $600 billion since January 2018 - is there a bottom in sight?,2018-06-30
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRX: Price Analysis, June 27",The markets have failed to react positively to Facebook relaxing its crypto ad ban with some analysts predicting further losses.,2018-06-28
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, Tron: Price Analysis, June 25",Latest technical analysis of top 10 cryptocurrencies from an expert trader.,2018-06-26
"Major European Regulator, Banks Collaborate on Blockchain Warrant-Issuance System",Eight European gov’t and private financial institutions are collaborating on a blockchain system for recording the issuance of financial warrants.,2018-06-25
Do Banks Even Want to Go Blockchain?,"An immutable ledger sounds nice, but what about the margins, banks’ bread and butter?",2018-06-23
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 22",Latest technical analysis of top 9 cryptocurrencies from an expert trader.,2018-06-23
Winklevoss Brothers Win Patent to Provide Crypto-Based Exchange-Traded Products,"Cameron and Tyler Winklevoss’ Winklevoss IP has won yet another patent, this time for system to provide crypto-based ETPs.",2018-06-22
Bloomberg Terminal Lists Crypto Market Index From World’s Third Largest Exchange Huobi,"Crypto exchange Huobi’s top ten cryptocurrency index will now be listed on financial data monitoring service Bloomberg Terminal, along with nine other crypto trading pairs.",2018-06-22
"Stanford Univ. Launches Blockchain Research Center, Supported by Ethereum Foundation","Vitalik Buterin and the Ethereum Foundation, among others, are supporting a new blockchain research initiative launched by Stanford computer scientists.",2018-06-21
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 20",Latest technical analysis of top 9 cryptocurrencies from an expert trader.,2018-06-21
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 18",Latest technical analysis of top 9 cryptocurrencies from an expert trader.,2018-06-19
"Hodler’s Digest, June 11-17: A Regulatory Win for Ethereum and a Falling Market",Why does Ripple’s Brad Garlinghouse think that China could control most of Bitcoin? Find out more in our Hodler’s Digest.,2018-06-18
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 15",Latest technical analysis of top 9 cryptocurrencies from an expert trader,2018-06-16
"India’s RBI Eyeing Own Crypto Is Sign of Potential Ban Reversal, Says Ripple Chief","Ripple’s global head of infrastructure innovation expects India’s central bank to rescind its crypto ban, based on its inquiry into own digital currency.",2018-06-15
Ripple: Banks Unlikely to Apply Blockchain for Cross-Border Payments in Near Future,Ripple’s chief cryptographer David Schwartz claims banks will not use blockchain for cross-border payments in near future.,2018-06-14
Ripple CEO Claims Bitcoin Is Under Control of Small Group of Miners From China,Ripple’s CEO Brad Garlinghouse claims that “Bitcoin is really controlled by China” through “four miners that control over 50%” of the leading cryptocurrency.,2018-06-14
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 13",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-06-14
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 11",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-06-12
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 08",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-06-09
"Fortune: R3 Blockchain Consortium Is ‘Running out of Money’, Director Denies Rumors","Fortune has reported that blockchain consortium R3 is facing financial troubles based on claims from former employees, while R3 denies the allegations.",2018-06-08
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 06","Google searches for “Bitcoin” have dropped significantly in 2018, along with crypto prices - which means it may be the best time to buy.",2018-06-07
"SEC Chairman Jay Clayton Says Bitcoin Not a Security, Most ICOs Likely Are","Jay Clayton, chairman of the SEC, believes that distributed ledger tech shows “incredible promise,” noting that it can drive efficiencies in the markets.",2018-06-07
"Market Update: Crypto Markets Show Slight Growth, BTC Rises Above $7,500, ETH above $600","Crypto markets made a mild comeback today, with Bitcoin and Ethereum breaking the $7,500 and $600 marks, respectively.",2018-06-06
Former SEC Chair Represents Ripple in Lawsuit for Alleged Sale of Unregistered Securities,An ex-chair of the SEC has been employed to represent Ripple in a class action lawsuit for the alleged sale of unregistered securities.,2018-06-05
"Ripple Donates $50 Mln to Universities to Support Blockchain, Crypto Education","Ripple has created a University Blockchain Research Initiative, collaborating with 17 universities worldwide with a $50 mln donation.",2018-06-05
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 04","With the launches of major crypto products by big exchanges this week, crypto adoption is clearly growing worldwide - is there a rally in store?",2018-06-05
Japan's Financial Services Giant SBI Launches Crypto Exchange,"Japanese financial giant SBI Holdings’ new crypto exchange has now gone live for pre-registered users, ordinary applications to open in July 2018.",2018-06-04
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, June 01",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-06-02
"Ripple CEO Compares Bitcoin to Napster, Says BTC’s Influence on Market Could Lessen","Ripple CEO Brad Garlinghouse refers to Bitcoin as a possible “Napster of digital currency,” thinks the coin’s influence will lessen in the future.",2018-06-01
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA: Price Analysis, May 30",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-05-31
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, TRON: Price Analysis, May 25",Latest technical analysis on top 9 cryptocurrencies from an expert trader,2018-05-26
Ashton Kutcher Donates $4 Mln in Crypto to Ellen Degeneres’ Wildlife Charity,Ashton Kutcher gives Ellen Degeneres’ wildlife charity $4 mln XRP on behalf on Ripple during a live taping of her show.,2018-05-25
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, TRON: Price Analysis, May 23",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-05-24
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, TRON: Price Analysis, May 21",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-05-22
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 18",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-05-19
Why JP Morgan’s Blockchain Patent Application Is Not That Surprising,JP Morgan’s filing for a patent based on DLT does not mean they are now Bitcoin supporters.,2018-05-18
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 16",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-05-17
"Ripple Launches Initiative To Support Entrepreneurs, Businesses Using XRP Tech",Ripple announced a new program that will both invest in and and incubate businesses that use Ripple’s XRP technologies,2018-05-16
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 15",Latest technical analysis on top 9 cryptocurrencies from an expert trader.,2018-05-15
Forex Platform Serving Goldman Sachs and Morgan Stanley Adds Crypto Trading,Kx Systems has recently launched crypto trading on its forex trading platform to “meet the ‎current and future needs of clients.”,2018-05-15
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 11",Technical analysis on top 9 cryptocurrencies.,2018-05-12
"Bank Of Canada Says Blockchain Effective For Securities Settlements, Questions ‘Benefits’",Canada's Central Bank and Toronto Stock Exchange operator have reported positive results from piloting a blockchain-powered securities settlement platform.,2018-05-12
China Gov’t Will Publish Cryptocurrency Analysis Amid ‘Lack Of Independent Ratings’,China’s Ministry of Industry and Information Technology will publish analysis of cryptocurrencies to address what it says is a “lack of independent assessments.”,2018-05-12
"Ripple Cross-Border Payments Pilot: Financial Institutions Report Significant Time, Cost Savings",Financial institutions who participated in a pilot of Ripple xRapid platform reported 40-70 percent savings and faster payments,2018-05-11
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 09",Technical analysis on top 9 cryptocurrencies.,2018-05-10
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 07",Technical analysis on top 9 cryptocurrencies.,2018-05-08
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 04","Cryptocurrency trading at Goldman Sachs, new investors joining the crypto craze and other reasons for the prices to go up",2018-05-05
Class Action Lawsuit Against Ripple Alleges Sale Of Unregistered Securities,"A U.S. law firm has filed a class action lawsuit against Ripple, calling XRP an unregistered security.",2018-05-05
"Bitcoin Price Challenges $10K Amid Bullish Sentiment, Ethereum Reclaims $800","News from Goldman Sachs was among the factors contributing to another week of gains for Bitcoin, prices coming close to $10k May 4.",2018-05-04
How To Diversify Away Risk In A Crypto Portfolio: Correlation And Variance,"Diversifying away risk in a cryptocurrency portfolio could be very difficult, however, research shows us otherwise.",2018-05-03
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, TRON, EOS: Price Analysis, May 02",Technical analysis on top 9 cryptocurrencies.,2018-05-03
EEA Releases Standardized Architecture Stack For Privacy-Focused Web Apps On Ethereum,"The Enterprise Ethereum Architecture Stack (EEAS), will serve as a “framework” for ETH-based apps, says Ethereum’s co-founder Lubin.",2018-05-02
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, TRON, EOS: Price Analysis, April 30","The crypto markets have bottomed out, and analysts are predicting a strong rally from the current levels to the end of the year.",2018-05-01
Cryptocurrency and Equity Markets: Weekly Wrap-Up,"Good week for US markets amid positive news, while cryptocurrencies showed mixed performance this week.",2018-04-30
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, April 28",Technical analysis on top 9 cryptocurrencies.,2018-04-28
Banking App Revolut Becomes Tech ‘Unicorn’ Valued At $1.7 Bln After Latest Funding Round,"Revolut raises $250 mln in latest fundraising round, led by Hong-Kong based VC firm DST Global – startup now valued at $1.7 bln",2018-04-27
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 25",Technical analysis on top 9 cryptocurrencies.,2018-04-26
Snoop Dogg To Promote Ripple At Invite-Only Event In NYC,Snoop Dogg will perform at Ripple’s “invite-only” event in New York city on May 15.,2018-04-25
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 23",Technical analysis on top 9 cryptocurrencies.,2018-04-24
"Total Crypto Market Cap Hits 7-Week High At $400 Bln, BTC Holds Near $9K","Crypto markets see mixed greens and reds today, with BTC still holding near $9K and ETH moving past $630",2018-04-24
"Former US Gov’t Regulator Considers ETH, XRP Likely ‘Noncompliant Securities’","A new MIT lecturer, previously Goldman Sachs exec and gov’t regulator, sees ETH and XRP as potentially “noncompliant securities”.",2018-04-23
Crypto Markets Experience Slight Price Fluctuations After Recent Gains,"After breaking $9,000 earlier today, Bitcoin is back around $8,700 as the market sees some small price fluctuations.",2018-04-21
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 21",Technical analysis on top 9 cryptocurrencies.,2018-04-21
Crypto Markets See More Gains In The Wake Of America’s Tax Day,"BTC is back over $8,500 and ETH is nearing $600, both price points the coins haven’t seen since mid-March.",2018-04-20
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 19",Technical analysis on top 9 cryptocurrencies.,2018-04-19
Ripple Calls On UK Regulators To End “Wild West” Of Cryptocurrencies,"Ripple urges UK regulators to revise their policy toward cryptocurrencies, stating it is needed for the market to mature.",2018-04-17
Coinbase To Boost Toshi Dapp By Taking Features From Recently Acquired Cipher Browser,Coinbase to integrate features of recently acquired Cipher Browser Dapp with its own Ethereum wallet and browser Toshi.,2018-04-17
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 16","The current situation on the crypto markets is uncertain, with several analysts predicting significant growth towards the end of the year.",2018-04-17
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 13","Bitcoin’s value increased by more than $1,000 in half an hour Thursday, Apr 12. Let’s look at the charts to see what comes next.",2018-04-14
Crypto Markets See Steady Growth Following Yesterday’s Sharp Price Jump,"BTC is now solidly over $8,000 and ETH has passed $500 during another day of market growth",2018-04-13
XRP ‘Absolutely Not’ A Security Says Ripple Chief Market Strategist,"Corey Johnson, Ripple’s Chief Market Strategist, put suspicions to rest that XRP was not listed on Coinbase due to its status as a security.",2018-04-13
"Santander, Ripple Launch First Blockchain Int’l Payment Service For Retail Customers",Santander has become the first bank to deploy Ripple’s Blockchain technology for transfers of customer funds.,2018-04-12
Ripple Invests $25 Mln In XRP In Blockchain Venture Fund,Ripple invests $25 mln of XRP into a Blockchain venture fund to aid the “development of the Blockchain space” and identify new uses for its own products.,2018-04-12
