date,desc_sentence,desc_logit,desc_prediction,desc_sentiment_score,title_sentence,title_logit,title_prediction,title_sentiment_score,sentence
2018-10-06,"Crypto markets are seeing little price movement today, with only Ripple seeing a more substantial loss of close to 3% among top coins.",[0.01341626 0.96568674 0.020897  ],negative,-0.95227045,"Bitcoin Hovers Near 6,600, While Most Top Coins See Little Price Volatility",[0.1790319 0.1571029 0.6638652],neutral,0.021928996,"Bitcoin Hovers Near 6,600, While Most Top Coins See Little Price Volatility. Crypto markets are seeing little price movement today, with only Ripple seeing a more substantial loss of close to 3% among top coins."
2018-10-04,"Cryptocurrencies are today posting modest gains market-wide, with all of the large-market cap coins seeing green.",[0.94160044 0.02362798 0.03477161],positive,0.91797245,Crypto Markets See Modest Growth Across the Board,[0.9241046  0.02369365 0.05220184],positive,0.9004109,"Crypto Markets See Modest Growth Across the Board. Cryptocurrencies are today posting modest gains market-wide, with all of the large-market cap coins seeing green."
2018-10-04,"‘MoneyTap,’ a consumer-focused blockchain payments app co-developed by Ripple and Japanese financial services giant SBI Holdings, has now gone live.",[0.02965617 0.04605997 0.92428386],neutral,-0.016403798,Financial Giant SBI and Ripple Launch Blockchain Payment App in Japan,[0.23583527 0.00904395 0.75512075],neutral,0.22679132,"Financial Giant SBI and Ripple Launch Blockchain Payment App in Japan. ‘MoneyTap,’ a consumer-focused blockchain payments app co-developed by Ripple and Japanese financial services giant SBI Holdings, has now gone live."
2018-10-04,"Although the crypto bear market is scaring away retail investors, institutional players are using the current fall to invest in various blockchain and crypto firms.",[0.05521562 0.59231955 0.35246482],negative,-0.53710395,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, October 3",[0.03335848 0.01875437 0.9478872 ],neutral,0.014604114,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, October 3. Although the crypto bear market is scaring away retail investors, institutional players are using the current fall to invest in various blockchain and crypto firms."
2018-10-03,"Most of the 20 top cryptocurrencies by market cap are seeing red, NEM continues to grow more than 4 percent today.",[0.9200197  0.01180274 0.06817755],positive,0.90821695,"Crypto Markets Remain Shaky, NEM Continues Rising for the Second Day",[0.9227644  0.04678228 0.03045329],positive,0.87598217,"Crypto Markets Remain Shaky, NEM Continues Rising for the Second Day. Most of the 20 top cryptocurrencies by market cap are seeing red, NEM continues to grow more than 4 percent today."
2018-10-02,"Former U.S. President Bill Clinton delivered the keynote speech at Ripple Swell, addressing blockchain and cryptocurrency issues.",[0.13110907 0.01625175 0.8526392 ],neutral,0.11485732,Bill Clinton: ‘Permutations and Possibilities of Blockchain are Staggeringly Great’,[0.5267944  0.01168861 0.461517  ],positive,0.5151058,"Bill Clinton: ‘Permutations and Possibilities of Blockchain are Staggeringly Great’. Former U.S. President Bill Clinton delivered the keynote speech at Ripple Swell, addressing blockchain and cryptocurrency issues."
2018-10-02,Ripple’s cross-border transactions product xRapid is now available for commercial use.,[0.14261214 0.00730956 0.8500783 ],neutral,0.13530259,Ripple’s xRapid Payments Solution is Now Commercially Available,[0.25627312 0.0069504  0.7367765 ],neutral,0.24932273,Ripple’s xRapid Payments Solution is Now Commercially Available. Ripple’s cross-border transactions product xRapid is now available for commercial use.
2018-10-02,The newsflow regarding cryptocurrencies has been fundamentally positive this year. Could this affect prices? Let’s find out.,[0.07658538 0.03243583 0.89097875],neutral,0.04414955,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, October 1",[0.03073091 0.02110988 0.94815916],neutral,0.00962102,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, October 1. The newsflow regarding cryptocurrencies has been fundamentally positive this year. Could this affect prices? Let’s find out."
2018-10-02,"Crypto markets are today shaky and largely red, with Ripple (XRP) seeing the heftiest losses among the large-market-cap coins.",[0.00769273 0.9723228  0.01998448],negative,-0.96463007,"Lacklustre Markets See Bitcoin Dip Below $6,600, Top Altcoins See Minor Losses",[0.36207741 0.5990468  0.03887574],negative,-0.23696941,"Lacklustre Markets See Bitcoin Dip Below $6,600, Top Altcoins See Minor Losses. Crypto markets are today shaky and largely red, with Ripple (XRP) seeing the heftiest losses among the large-market-cap coins."
2018-10-02,Deloitte has outlined five major areas where blockchain needs to develop to achieve widespread adoption.,[0.5509701  0.01092421 0.4381057 ],positive,0.54004586,Deloitte Outlines Five Major Obstacles to Blockchain’s Mainstream Adoption,[0.1225422  0.08751053 0.7899473 ],neutral,0.03503167,Deloitte Outlines Five Major Obstacles to Blockchain’s Mainstream Adoption. Deloitte has outlined five major areas where blockchain needs to develop to achieve widespread adoption.
2018-10-01,"Blockchain network developed by the government of Australia recorded 40,000 transactions per second.",[0.03779706 0.02805311 0.93414986],neutral,0.009743953,Australian Record Scalability Blockchain: How Crypto Is Stepping Into the Land Down Under,[0.11106659 0.0171154  0.87181807],neutral,0.09395119,"Australian Record Scalability Blockchain: How Crypto Is Stepping Into the Land Down Under. Blockchain network developed by the government of Australia recorded 40,000 transactions per second."
2018-10-01,"Around 50 of the top 100 coins by market cap see slight growth; Bitcoin has climbed above $6,600 again.",[0.94812566 0.0158278  0.03604654],positive,0.9322979,"Crypto Markets See Mix of Red and Green, With Half of Top 100 Coins Slightly Up",[0.39788553 0.0390312  0.5630833 ],neutral,0.35885432,"Crypto Markets See Mix of Red and Green, With Half of Top 100 Coins Slightly Up. Around 50 of the top 100 coins by market cap see slight growth; Bitcoin has climbed above $6,600 again."
2018-09-30,A crypto coalition led by Ripple plans to pay D.C. lobbyists to impact the government’s stance on cryptocurrencies.,[0.03595285 0.7391759  0.22487125],negative,-0.70322305,"Ripple Leads Crypto Coalition Seeking Gov’t Oversight Encouraging Crypto, Blockchain",[0.10069916 0.02494189 0.874359  ],neutral,0.075757265,"Ripple Leads Crypto Coalition Seeking Gov’t Oversight Encouraging Crypto, Blockchain. A crypto coalition led by Ripple plans to pay D.C. lobbyists to impact the government’s stance on cryptocurrencies."
2018-09-30,"Crypto markets are mainly in the red today, Ripple and Ethereum see major growth but are still unable to hold weekly gains.",[0.04840973 0.90162003 0.04997022],negative,-0.85321033,"Cryptocurrency Markets Mainly See Red, Bitcoin Hovers Below $6,600",[0.08382105 0.6516113  0.2645676 ],negative,-0.56779027,"Cryptocurrency Markets Mainly See Red, Bitcoin Hovers Below $6,600. Crypto markets are mainly in the red today, Ripple and Ethereum see major growth but are still unable to hold weekly gains."
2018-09-29,A number of experts have suggested that cryptocurrency prices have formed a bottom and a rally might be waiting around the corner.,[0.02545096 0.90916175 0.06538732],negative,-0.8837108,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, September 28",[0.02901984 0.02198309 0.948997  ],neutral,0.0070367493,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, September 28. A number of experts have suggested that cryptocurrency prices have formed a bottom and a rally might be waiting around the corner."
2018-09-28,"Crypto markets see sharp growth within a few hours, following a slight stagnation over the day, BTC tested $6,700 support.",[0.9435611  0.02248289 0.03395604],positive,0.9210782,Crypto Markets Continue Rise With Market Cap Reaching Over $220 Billion,[0.9473093  0.02106464 0.03162607],positive,0.9262447,"Crypto Markets Continue Rise With Market Cap Reaching Over $220 Billion. Crypto markets see sharp growth within a few hours, following a slight stagnation over the day, BTC tested $6,700 support."
2018-09-28,"Experts see the crypto market recovering by the end of 2018, with Bitcoin achieving $10,000.",[0.8406461  0.13435414 0.02499978],positive,0.7062919,Why the Crypto Market Will Likely Rally by the End of 2018: Experts Discuss,[0.10433628 0.02892896 0.86673474],neutral,0.07540731,"Why the Crypto Market Will Likely Rally by the End of 2018: Experts Discuss. Experts see the crypto market recovering by the end of 2018, with Bitcoin achieving $10,000."
2018-09-28,Ripple is launching a formal social impact program that will invest a total of $105 million in projects focused on education and financial inclusion.,[0.44390482 0.00916941 0.5469258 ],neutral,0.43473542,"Ripple Announces $105 Million Charity Venture for Education, Financial Inclusion Projects",[0.35966298 0.0118807  0.6284563 ],neutral,0.34778228,"Ripple Announces $105 Million Charity Venture for Education, Financial Inclusion Projects. Ripple is launching a formal social impact program that will invest a total of $105 million in projects focused on education and financial inclusion."
2018-09-27,A recent report by the Statis Group shows that the volume of cryptocurrency trading will grow at a CAGR of 9 percent until 2028.,[0.9095066  0.00894962 0.08154372],positive,0.900557,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, September 26",[0.02938878 0.02183974 0.94877154],neutral,0.007549042,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, September 26. A recent report by the Statis Group shows that the volume of cryptocurrency trading will grow at a CAGR of 9 percent until 2028."
2018-09-27,"Crypto markets see another flush of green, Ripple and Bitcoin Cash grow significantly, and Bitcoin trades above $6,500.",[0.94120073 0.02410922 0.03469005],positive,0.9170915,"Crypto Markets See Another Flush of Green, Ripple and Bitcoin Cash Grow Significantly",[0.782797   0.01600688 0.20119618],positive,0.7667901,"Crypto Markets See Another Flush of Green, Ripple and Bitcoin Cash Grow Significantly. Crypto markets see another flush of green, Ripple and Bitcoin Cash grow significantly, and Bitcoin trades above $6,500."
2018-09-27,"Japanese regulators have approved SBI Ripple Asia’s license to operate as an electronic payment service, the company has confirmed.",[0.8271385  0.00877763 0.16408393],positive,0.81836087,Japanese Regulator Grants SBI Ripple Asia a Payments License for Blockchain-based App,[0.81921935 0.00684893 0.1739317 ],positive,0.8123704,"Japanese Regulator Grants SBI Ripple Asia a Payments License for Blockchain-based App. Japanese regulators have approved SBI Ripple Asia’s license to operate as an electronic payment service, the company has confirmed."
2018-09-26,Ethereum briefly lost its place as the largest altcoin asset by market cap to Ripple for the second time in a week.,[0.01070712 0.9674319  0.02186097],negative,-0.95672476,Ripple Briefly Overtakes Ethereum Again to Become Largest Altcoin By Market Cap,[0.85507447 0.01201625 0.13290933],positive,0.8430582,Ripple Briefly Overtakes Ethereum Again to Become Largest Altcoin By Market Cap. Ethereum briefly lost its place as the largest altcoin asset by market cap to Ripple for the second time in a week.
2018-09-25,Both Ripple (XRP) and Ethereum (ETH) take hefty price hits as market tumbles across the board.,[0.03955781 0.92602205 0.03442002],negative,-0.88646424,"Crypto Markets Continue to See Red, XRP and ETH Tumble",[0.47402897 0.0692907  0.45668036],positive,0.40473828,"Crypto Markets Continue to See Red, XRP and ETH Tumble. Both Ripple (XRP) and Ethereum (ETH) take hefty price hits as market tumbles across the board."
2018-09-25,"Since 2013, Bitcoin has seen a sharp rally in the last quarter of every year, except 2014.",[0.94547683 0.03128328 0.02323996],positive,0.9141936,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, September 24",[0.02992897 0.02077192 0.94929916],neutral,0.009157049,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, Dash: Price Analysis, September 24. Since 2013, Bitcoin has seen a sharp rally in the last quarter of every year, except 2014."
2018-09-24,Both Ripple (XRP) and Ethereum (ETH) have today taken hefty price hits as the wider crypto markets see deep red.,[0.5084796  0.43621188 0.05530857],positive,0.07226771,ETH and XRP Both Hit by Losses as Crypto Markets See Widespread Red,[0.01109249 0.96514344 0.02376406],negative,-0.95405096,ETH and XRP Both Hit by Losses as Crypto Markets See Widespread Red. Both Ripple (XRP) and Ethereum (ETH) have today taken hefty price hits as the wider crypto markets see deep red.
2018-09-23,XRP is the talk of the crypto world — becoming the world’s second biggest cryptocurrency by market cap following a week of positive news for Ripple.,[0.575412   0.0130387  0.41154933],positive,0.5623733,From a Ripple to a Tidal Wave: Collaboration With PNC Leads to XRP Surge,[0.16367525 0.00841599 0.82790875],neutral,0.15525927,From a Ripple to a Tidal Wave: Collaboration With PNC Leads to XRP Surge. XRP is the talk of the crypto world — becoming the world’s second biggest cryptocurrency by market cap following a week of positive news for Ripple.
2018-09-23,"A Japanese cryptocurrency exchange is hacked of almost 6,000 bitcoins, and Elon Musk turns to Dogecoin creator to get rid of Twitter crypto scammers",[0.02347771 0.6541575  0.32236475],negative,-0.6306798,"Hodler’s Digest, September 16-23: Elon Musk Wants Advice on Twitter Crypto Scammers, the US SEC Wants Comments on BTC ETFs",[0.04561565 0.02969627 0.92468816],neutral,0.015919384,"Hodler’s Digest, September 16-23: Elon Musk Wants Advice on Twitter Crypto Scammers, the US SEC Wants Comments on BTC ETFs. A Japanese cryptocurrency exchange is hacked of almost 6,000 bitcoins, and Elon Musk turns to Dogecoin creator to get rid of Twitter crypto scammers"
2018-09-23,Some possible explanations,[0.06901594 0.02637217 0.9046119 ],neutral,0.042643767,From Adoption to FOMO: Reasons Behind Ripple’s Leap,[0.04828516 0.02714376 0.92457116],neutral,0.021141408,From Adoption to FOMO: Reasons Behind Ripple’s Leap. Some possible explanations
2018-09-23,"Crypto markets hold their recent gains, ETH takes back the second position on the market over XRP by market cap.",[0.66870517 0.07171652 0.2595783 ],positive,0.5969887,"Crypto Markets See Mixed Signals, Ethereum Beats Ripple by Market Cap",[0.322691   0.17868571 0.4986233 ],neutral,0.14400528,"Crypto Markets See Mixed Signals, Ethereum Beats Ripple by Market Cap. Crypto markets hold their recent gains, ETH takes back the second position on the market over XRP by market cap."
2018-09-22,"Lately, crypto prices have not been falling on bad news and have been rising on minor positive ones – investors are looking for reasons to buy.",[0.30703685 0.34116137 0.3518018 ],neutral,-0.034124523,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 21",[0.0327331  0.01913597 0.9481309 ],neutral,0.013597125,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 21. Lately, crypto prices have not been falling on bad news and have been rising on minor positive ones – investors are looking for reasons to buy."
2018-09-21,Altcoin Ripple has seen daily growth of around 140 percent to overtake Ethereum in market cap rankings on CoinMarketCap.,[0.9203975  0.00812038 0.07148211],positive,0.91227716,Ripple Passes Ethereum to Claim Number Two Ranking on CoinMarketCap,[0.7530574  0.00893243 0.23801015],positive,0.744125,Ripple Passes Ethereum to Claim Number Two Ranking on CoinMarketCap. Altcoin Ripple has seen daily growth of around 140 percent to overtake Ethereum in market cap rankings on CoinMarketCap.
2018-09-21,"Relief over the VanEck/SolidX ETF has potentially fueled newfound optimism across cryptocurrency markets, which have seen fresh gains.",[0.9507392  0.02527983 0.02398095],positive,0.9254594,Cryptocurrency Markets Continue Resurgence as Ripple Claims 68 Percent Weekly Gains,[0.79193676 0.1703248  0.03773853],positive,0.62161195,"Cryptocurrency Markets Continue Resurgence as Ripple Claims 68 Percent Weekly Gains. Relief over the VanEck/SolidX ETF has potentially fueled newfound optimism across cryptocurrency markets, which have seen fresh gains."
2018-09-20,Japan’s National Police Agency has revealed that a staggering 60.503 billion yen ($540 million) worth of crypto was stolen in the first six months of 2018.,[0.0295919  0.55491877 0.41548935],negative,-0.52532685,"Japan: Crypto Thefts Have Tripled This Year, Totalling $540 Million So Far",[0.15888093 0.49608764 0.34503135],negative,-0.33720672,"Japan: Crypto Thefts Have Tripled This Year, Totalling $540 Million So Far. Japan’s National Police Agency has revealed that a staggering 60.503 billion yen ($540 million) worth of crypto was stolen in the first six months of 2018."
2018-09-20,"Ripple has soared over 15 percent, with virtually all of the large-market-cap cryptocurrencies posting solid gains across the board.",[0.9493477  0.01860444 0.03204789],positive,0.9307432,Ripple Soars as Wider Crypto Markets See Flush of Green,[0.628528   0.22803986 0.14343217],positive,0.40048814,"Ripple Soars as Wider Crypto Markets See Flush of Green. Ripple has soared over 15 percent, with virtually all of the large-market-cap cryptocurrencies posting solid gains across the board."
2018-09-20,The crypto markets keep struggling amidst a similarly mixed outlook from the regulators – the industry still has a long way to go.,[0.01568551 0.96170175 0.02261266],negative,-0.94601625,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 19",[0.03261195 0.01907194 0.9483161 ],neutral,0.013540011,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 19. The crypto markets keep struggling amidst a similarly mixed outlook from the regulators – the industry still has a long way to go."
2018-09-20,"Top ten bank PNC announced it will use Ripple’s blockchain solution, xCurrent, for international commercial payments.",[0.32624048 0.00683856 0.66692096],neutral,0.31940192,US Financial Giant PNC to Use Ripple Technology for International Payments,[0.44114083 0.00746654 0.5513926 ],neutral,0.4336743,"US Financial Giant PNC to Use Ripple Technology for International Payments. Top ten bank PNC announced it will use Ripple’s blockchain solution, xCurrent, for international commercial payments."
2018-09-20,"Crypto markets hold supporting levels with some small fluctuations, and Bitcoin is trading around $6,300.",[0.8097462  0.07382955 0.11642428],positive,0.7359167,"Crypto Markets Hold Supporting Levels With Small Fluctuations, BTC Trades Around $6,300",[0.56017363 0.03304657 0.4067798 ],positive,0.5271271,"Crypto Markets Hold Supporting Levels With Small Fluctuations, BTC Trades Around $6,300. Crypto markets hold supporting levels with some small fluctuations, and Bitcoin is trading around $6,300."
2018-09-19,The Texas Securities Commission has issued an emergency cease and desist order against a Russian crypto firm for misleading representation.,[0.01291263 0.9271917  0.05989572],negative,-0.91427904,"US Regulator Acts Against Crypto Firm Falsely Claiming to Represent Coinbase, Cointelegraph",[0.02368968 0.82965404 0.14665627],negative,-0.80596435,"US Regulator Acts Against Crypto Firm Falsely Claiming to Represent Coinbase, Cointelegraph. The Texas Securities Commission has issued an emergency cease and desist order against a Russian crypto firm for misleading representation."
2018-09-18,"While the wider crypto markets remain shaky, Ripple and Ethereum have seen a major boost and recovery, respectively.",[0.95525795 0.02067401 0.0240681 ],positive,0.93458396,ETH and XRP See Major Boost Amid Checkered Market Outlook,[0.9464587  0.02378049 0.02976089],positive,0.92267823,"ETH and XRP See Major Boost Amid Checkered Market Outlook. While the wider crypto markets remain shaky, Ripple and Ethereum have seen a major boost and recovery, respectively."
2018-09-18,A Ripple exec told CNBC that the company could launch a commercial version of its payment platform xRapid “in the next month of so.”,[0.20439674 0.00739092 0.7882123 ],neutral,0.19700581,"Ripple Could Launch xRapid Solution ‘In the Next Month or So,’ Says Exec",[0.1908534  0.00806235 0.8010842 ],neutral,0.18279105,"Ripple Could Launch xRapid Solution ‘In the Next Month or So,’ Says Exec. A Ripple exec told CNBC that the company could launch a commercial version of its payment platform xRapid “in the next month of so.”"
2018-09-18,"With about $1 billion in cryptocurrencies expected to be dumped by Mt. Gox’s creditors soon, what should we expect from the prices?",[0.02433506 0.4697236  0.5059414 ],neutral,-0.44538856,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 17",[0.03291243 0.0190709  0.94801664],neutral,0.013841527,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 17. With about $1 billion in cryptocurrencies expected to be dumped by Mt. Gox’s creditors soon, what should we expect from the prices?"
2018-09-17,Ripple’s Sagar Sarbhai has said he believes that blockchain technology and crypto assets are now being tackled more holistically by policymakers.,[0.46979156 0.01159583 0.5186126 ],neutral,0.45819575,"Ripple's Sarbhai: Regulators No Longer Take the 'Blockchain Good, Crypto Bad' Approach",[0.04432848 0.17718437 0.77848715],neutral,-0.13285589,"Ripple's Sarbhai: Regulators No Longer Take the 'Blockchain Good, Crypto Bad' Approach. Ripple’s Sagar Sarbhai has said he believes that blockchain technology and crypto assets are now being tackled more holistically by policymakers."
2018-09-15,"As crypto market fundamentals show signs of improvement, will prices follow? Let’s find out.",[0.18929724 0.01321629 0.7974865 ],neutral,0.17608096,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 14",[0.03427571 0.01825922 0.9474651 ],neutral,0.016016487,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 14. As crypto market fundamentals show signs of improvement, will prices follow? Let’s find out."
2018-09-13,"U.S. financial regulators are watching crypto companies with increased scrutiny, helping rebuild investor confidence in the industry.",[0.9123436  0.01835623 0.06930009],positive,0.8939874,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 12",[0.03267967 0.01866175 0.9486585 ],neutral,0.014017921,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 12. U.S. financial regulators are watching crypto companies with increased scrutiny, helping rebuild investor confidence in the industry."
2018-09-12,"Most altcoins see red, while Bitcoin holds $6,200 support and breaks a record of market dominance in 2018.",[0.87191314 0.04795355 0.08013339],positive,0.8239596,Altcoins Keep Dropping While Bitcoin Breaks Another Record of Market Dominance in 2018,[0.01913038 0.94889367 0.03197602],negative,-0.92976326,"Altcoins Keep Dropping While Bitcoin Breaks Another Record of Market Dominance in 2018. Most altcoins see red, while Bitcoin holds $6,200 support and breaks a record of market dominance in 2018."
2018-09-11,Ripple and R3 have achieved a settlement in the case of an alleged violation of a purchase agreement for XRP tokens.,[0.08720437 0.88391745 0.0288782 ],negative,-0.7967131,Ripple Labs and R3 Consortium Reach Settlement in XRP Token Litigation,[0.4614672  0.3713654  0.16716737],positive,0.09010181,Ripple Labs and R3 Consortium Reach Settlement in XRP Token Litigation. Ripple and R3 have achieved a settlement in the case of an alleged violation of a purchase agreement for XRP tokens.
2018-09-11,"Crypto markets are mostly in red, Bitcoin and Ethereum trade below $6,300 and $200, respectively, Dogecoin’s price surges almost 12%.",[0.7812354  0.12747456 0.09129003],positive,0.65376085,"Crypto Markets See Another Wave of Red, Despite Bullish News From Major Industry Players",[0.79102546 0.17130335 0.03767119],positive,0.6197221,"Crypto Markets See Another Wave of Red, Despite Bullish News From Major Industry Players. Crypto markets are mostly in red, Bitcoin and Ethereum trade below $6,300 and $200, respectively, Dogecoin’s price surges almost 12%."
2018-09-11,"More negative news from the U.S. SEC have not been good for the crypto markets, but we’re still bullish long-term.",[0.2991238  0.54824066 0.1526356 ],negative,-0.24911687,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 10",[0.03207786 0.01927031 0.9486519 ],neutral,0.012807546,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 10. More negative news from the U.S. SEC have not been good for the crypto markets, but we’re still bullish long-term."
2018-09-09,IBM and Stellar are rolling out an alternative to Ripple’s transaction solution.,[0.3725577  0.0079533  0.61948895],neutral,0.3646044,Fast & Seamless: The Race for the Cross-Border Payments Market,[0.21391347 0.01083239 0.77525413],neutral,0.20308109,Fast & Seamless: The Race for the Cross-Border Payments Market. IBM and Stellar are rolling out an alternative to Ripple’s transaction solution.
2018-09-08,Ripple’s general counsel Brynly Llyr has departed her post after almost two years of serving at the firm.,[0.01419122 0.7658765  0.21993229],negative,-0.75168526,Ripple’s General Counsel Steps Down After Two Years,[0.01716875 0.5808824  0.40194893],negative,-0.5637136,Ripple’s General Counsel Steps Down After Two Years. Ripple’s general counsel Brynly Llyr has departed her post after almost two years of serving at the firm.
2018-09-08,"Reports that Goldman Sachs had scrapped plans for a crypto trading desk sent markets tumbling earlier this week, but is there a trend change in sight?",[0.04250552 0.7927112  0.16478328],negative,-0.7502057,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 7",[0.03174601 0.01944991 0.948804  ],neutral,0.012296103,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 7. Reports that Goldman Sachs had scrapped plans for a crypto trading desk sent markets tumbling earlier this week, but is there a trend change in sight?"
2018-09-06,"Winklevoss IP, a company owned by twins Cameron and Tyler Winklevoss, has filed a new patent for digital assets security transactions.",[0.37411073 0.03464639 0.59124285],neutral,0.33946434,Winklevoss Twins’ Company Files New Patent for Securely Storing Digital Assets,[0.51671314 0.01374845 0.4695384 ],positive,0.5029647,"Winklevoss Twins’ Company Files New Patent for Securely Storing Digital Assets. Winklevoss IP, a company owned by twins Cameron and Tyler Winklevoss, has filed a new patent for digital assets security transactions."
2018-09-06,"The market has lost $12 billion in mere hours, following news of Goldman Sachs halting its plans for a crypto trading desk.",[0.00877021 0.96477413 0.02645561],negative,-0.9560039,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 5",[0.03297428 0.01893011 0.9480956 ],neutral,0.014044173,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 5. The market has lost $12 billion in mere hours, following news of Goldman Sachs halting its plans for a crypto trading desk."
2018-09-05,"With most governments and regulators keeping an eye on cryptocurrency markets, we do not expect a vertical rally.",[0.55423605 0.24298386 0.20278013],positive,0.31125218,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 4",[0.0335547  0.01852632 0.94791895],neutral,0.015028382,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, September 4. With most governments and regulators keeping an eye on cryptocurrency markets, we do not expect a vertical rally."
2018-09-04,IBM’s Stellar-based blockchain platform has been brought out of beta this week.,[0.03814664 0.51452076 0.4473326 ],negative,-0.47637412,IBM Reveals Stellar-Based ‘Near Real-Time’ Blockchain Payment Network,[0.19172455 0.0086321  0.7996434 ],neutral,0.18309246,IBM Reveals Stellar-Based ‘Near Real-Time’ Blockchain Payment Network. IBM’s Stellar-based blockchain platform has been brought out of beta this week.
2018-09-04,"Abra now offers 28 digital currencies to all SEPA countries, allowing residents to transfer euros or other national currencies directly to the wallet.",[0.14886154 0.00804618 0.84309226],neutral,0.14081536,Crypto Wallet Abra Announces Direct Transactions From EU Banks in SEPA,[0.03930397 0.03092331 0.9297727 ],neutral,0.008380666,"Crypto Wallet Abra Announces Direct Transactions From EU Banks in SEPA. Abra now offers 28 digital currencies to all SEPA countries, allowing residents to transfer euros or other national currencies directly to the wallet."
2018-09-01,There has been a lot of positive news in the crypto industry recently. Do the charts support a bullish outlook?,[0.62733513 0.02465853 0.34800637],positive,0.6026766,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 31",[0.03349258 0.01834696 0.94816047],neutral,0.0151456185,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, IOTA: Price Analysis, August 31. There has been a lot of positive news in the crypto industry recently. Do the charts support a bullish outlook?"
2018-08-31,"Following the mid-week’s upswing, the crypto markets saw widespread corrections, but most cryptocurrencies are today consolidating these higher lows.",[0.15146115 0.77687854 0.07166027],negative,-0.62541735,"Bitcoin Hovers Near $7K, as Wider Market Tips Back Into the Green",[0.67239916 0.21455804 0.1130428 ],positive,0.45784113,"Bitcoin Hovers Near $7K, as Wider Market Tips Back Into the Green. Following the mid-week’s upswing, the crypto markets saw widespread corrections, but most cryptocurrencies are today consolidating these higher lows."
